indice,voltaje,label
874,0.0,extension
875,0.0,extension
876,0.0,extension
877,0.0,extension
878,0.0,extension
879,0.0,extension
880,0.0,extension
881,0.0,extension
882,0.0,extension
883,0.0,extension
884,0.0,extension
885,0.0,extension
886,0.0,extension
887,0.0,extension
888,0.0,extension
889,0.0,extension
890,0.0,extension
891,0.0,extension
892,0.0,extension
893,0.0,extension
894,0.0,extension
895,0.0,extension
896,0.0,extension
897,0.0,extension
898,0.0,extension
899,0.0,extension
900,0.0,extension
901,0.0,extension
902,0.0,extension
903,0.0,extension
904,0.0,extension
905,0.0,extension
906,0.0,extension
907,0.0,extension
908,0.0,extension
909,0.0,extension
910,0.0,extension
911,0.0,extension
912,0.0,extension
913,0.0,extension
914,0.0,extension
915,0.0,extension
916,0.0,extension
917,0.0,extension
918,0.0,extension
919,0.0,extension
920,0.0,extension
921,0.0,extension
922,0.0,extension
923,0.0,extension
924,0.0,extension
925,0.0,extension
926,0.0,extension
927,0.0,extension
928,0.0,extension
929,0.0,extension
930,0.0,extension
931,0.0,extension
932,0.0,extension
933,0.0,extension
934,0.0,extension
935,0.0,extension
936,0.0,extension
937,0.0,extension
938,0.0,extension
939,0.0,extension
940,0.0,extension
941,0.0,extension
942,0.0,extension
943,0.0,extension
944,0.0,extension
945,0.0,extension
946,0.0,extension
947,0.0,extension
948,0.0,extension
949,0.0,extension
950,0.0,extension
951,0.0,extension
952,0.0,extension
953,0.0,extension
954,0.0,extension
955,0.0,extension
956,0.0,extension
957,0.0,extension
958,0.0,extension
959,0.0,extension
960,0.0,extension
961,0.0,extension
962,0.0,extension
963,0.0,extension
964,0.0,extension
965,0.0,extension
966,0.0,extension
967,0.0,extension
968,0.0,extension
969,0.0,extension
970,0.0,extension
971,0.0,extension
972,0.0,extension
973,0.0,extension
974,0.0,extension
975,0.0,extension
976,0.0,extension
977,0.0,extension
978,0.0,extension
979,0.0,extension
980,0.0,extension
981,0.0,extension
982,0.0,extension
983,0.0,extension
984,0.0,extension
985,0.0,extension
986,0.0,extension
987,0.0,extension
988,0.0,extension
989,0.0,extension
990,0.0,extension
991,0.0,extension
992,0.0,extension
993,0.0,extension
994,0.0,extension
995,0.0,extension
996,0.0,extension
997,0.0,extension
998,0.0,extension
999,0.0,extension
1000,0.0,extension
1001,0.0,extension
1002,0.0,extension
1003,0.0,extension
1004,0.0,extension
1005,0.0,extension
1006,0.0,extension
1007,0.0,extension
1008,0.0,extension
1009,0.0,extension
1010,0.0,extension
1011,0.0,extension
1012,0.0,extension
1013,0.0,extension
1014,0.0,extension
1015,0.0,extension
1016,0.0,extension
1017,0.0,extension
1018,0.0,extension
1019,0.0,extension
1020,0.0,extension
1021,0.0,extension
1022,0.0,extension
1023,0.0,extension
1024,0.0,extension
1025,0.0,extension
1026,0.0,extension
1027,0.0,extension
1028,0.0,extension
1029,0.0,extension
1030,0.0,extension
1031,0.0,extension
1032,0.0,extension
1033,0.0,extension
1034,0.0,extension
1035,0.0,extension
1036,0.0,extension
1037,0.0,extension
1038,0.0,extension
1039,0.0,extension
1040,0.0,extension
1041,0.0,extension
1042,0.0,extension
1043,0.0,extension
1044,0.0,extension
1045,0.0,extension
1046,0.0,extension
1047,0.0,extension
1048,0.0,extension
1049,0.0,extension
1050,0.0,extension
1051,0.0,extension
1052,0.0,extension
1053,0.0,extension
1054,0.0,extension
1055,0.0,extension
1056,0.0,extension
1057,0.0,extension
1058,0.0,extension
1059,0.0,extension
1060,0.0,extension
1061,0.0,extension
1062,0.0,extension
1063,0.0,extension
1064,0.0,extension
1065,0.0,extension
1066,0.0,extension
1067,0.0,extension
1068,0.0,extension
1069,0.0,extension
1070,0.0,extension
1071,0.0,extension
1072,0.0,extension
1073,0.0,extension
1074,0.0,extension
1075,0.0,extension
1076,0.0,extension
1077,0.0,extension
1078,0.0,extension
1079,0.0,extension
1080,0.0,extension
1081,0.0,extension
1082,0.0,extension
1083,0.0,extension
1084,0.0,extension
1085,0.0,extension
1086,0.0,extension
1087,0.0,extension
1088,0.0,extension
1089,0.0,extension
1090,0.0,extension
1091,0.0,extension
1092,0.0,extension
1093,0.0,extension
1094,0.0,extension
1095,0.0,extension
1096,0.0,extension
1097,0.0,extension
1098,0.0,extension
1099,0.0,extension
1100,0.0,extension
1101,0.0,extension
1102,0.0,extension
1103,0.0,extension
1104,0.0,extension
1105,0.0,extension
1106,0.0,extension
1107,0.0,extension
1108,0.0,extension
1109,0.0,extension
1110,0.0,extension
1111,0.0,extension
1112,0.0,extension
1113,0.0,extension
1114,0.0,extension
1115,0.0,extension
1116,0.0,extension
1117,0.0,extension
1118,0.0,extension
1119,0.0,extension
1120,0.0,extension
1121,0.0,extension
1122,0.0,extension
1123,0.0,extension
1124,0.0,extension
1125,0.0,extension
1126,0.0,extension
1127,0.0,extension
1128,0.0,extension
1129,0.0,extension
1130,0.0,extension
1131,0.0,extension
1132,0.0,extension
1133,0.0,extension
1134,0.0,extension
1135,0.0,extension
1136,0.0,extension
1137,0.0,extension
1138,0.0,extension
1139,0.0,extension
1140,0.0,extension
1141,0.0,extension
1142,0.0,extension
1143,0.0,extension
1144,0.0,extension
1145,0.0,extension
1146,0.0,extension
1147,0.0,extension
1148,0.0,extension
1149,0.0,extension
1150,0.0,extension
1151,0.0,extension
1152,0.0,extension
1153,0.0,extension
1154,0.0,extension
1155,0.0,extension
1156,0.0,extension
1157,0.0,extension
1158,0.0,extension
1159,0.0,extension
1160,0.0,extension
1161,0.0,extension
1162,0.0,extension
1163,0.0,extension
1164,0.0,extension
1165,0.0,extension
1166,0.0,extension
1167,0.0,extension
1168,0.0,extension
1169,0.0,extension
1170,0.0,extension
1171,0.0,extension
1172,0.0,extension
1173,0.0,extension
1174,0.0,extension
1175,0.0,extension
1176,0.0,extension
1177,0.0,extension
1178,0.0,extension
1179,0.0,extension
1180,0.0,extension
1181,0.0,extension
1182,0.0,extension
1183,0.0,extension
1184,0.0,extension
1185,0.0,extension
1186,0.0,extension
1187,0.0,extension
1188,0.0,extension
1189,0.0,extension
1190,0.0,extension
1191,0.0,extension
1192,0.0,extension
1193,0.0,extension
1194,0.0,extension
1195,0.0,extension
1196,0.0,extension
1197,0.0,extension
1198,0.0,extension
1199,0.0,extension
1200,0.0,extension
1201,0.0,extension
1202,0.0,extension
1203,0.0,extension
1204,0.0,extension
1205,0.0,extension
1206,0.0,extension
1207,0.0,extension
1208,0.0,extension
1209,0.0,extension
1210,0.0,extension
1211,0.0,extension
