indice,voltaje
0,1.913919413919414
1,1.9187545787545786
2,1.9268131868131866
3,1.9308424908424906
4,1.9284249084249083
5,1.9243956043956043
6,1.9324542124542123
7,1.926007326007326
8,1.9316483516483516
9,1.9187545787545786
10,1.9227838827838826
11,1.9203663003663003
12,1.9163369963369963
13,1.9123076923076923
14,1.8937728937728937
15,1.9042490842490842
16,1.9058608058608058
17,1.9018315018315017
18,1.9018315018315017
19,1.9155311355311353
20,1.9147252747252745
21,1.9316483516483516
22,1.9332600732600733
23,1.9485714285714284
24,1.9558241758241757
25,1.9703296703296704
26,1.9864468864468865
27,2.003369963369963
28,2.0178754578754576
29,2.0259340659340657
30,2.0484981684981687
31,2.0654212454212453
32,2.0670329670329672
33,2.084761904761905
34,2.0895970695970694
35,2.087985347985348
36,2.083956043956044
37,2.0815384615384613
38,2.07992673992674
39,2.0630036630036632
40,2.0509157509157507
41,2.031575091575091
42,2.021098901098901
43,1.9985347985347985
44,1.9743589743589745
45,1.9485714285714284
46,1.9308424908424906
47,1.9147252747252745
48,1.88007326007326
49,1.8599267399267398
50,1.83010989010989
51,1.8043223443223442
52,1.7873992673992674
53,1.764029304029304
54,1.735018315018315
55,1.7398534798534797
56,1.7197069597069596
57,1.722124542124542
58,1.7172893772893771
59,1.7213186813186812
60,1.7326007326007327
61,1.7245421245421246
62,1.7535531135531133
63,1.759194139194139
64,1.7793406593406593
65,1.784981684981685
66,1.8067399267399267
67,1.8373626373626373
68,1.8486446886446886
69,1.8655677655677656
70,1.88007326007326
71,1.9042490842490842
72,1.921172161172161
73,1.9389010989010986
74,1.9485714285714284
75,1.9654945054945054
76,1.9703296703296704
77,1.9654945054945054
78,1.9969230769230768
79,2.004175824175824
80,2.003369963369963
81,2.0106227106227106
82,2.0178754578754576
83,2.0202930402930406
84,2.012234432234432
85,2.0146520146520146
86,2.008205128205128
87,2.0146520146520146
88,2.0146520146520146
89,2.021098901098901
90,2.0186813186813186
91,2.015457875457875
92,2.0098168498168496
93,1.9977289377289378
94,1.9799999999999998
95,1.9703296703296704
96,1.963076923076923
97,1.9534065934065934
98,1.9437362637362636
99,1.9235897435897436
100,1.9276190476190476
101,1.934065934065934
102,1.9324542124542123
103,1.9348717948717946
104,1.9389010989010986
105,1.9389010989010986
106,1.9453479853479854
107,1.9469597069597069
108,1.9574358974358974
109,1.9461538461538461
110,1.9501831501831501
111,1.959047619047619
112,1.9526007326007324
113,1.9534065934065934
114,1.950989010989011
115,1.9566300366300367
116,1.9493772893772894
117,1.9485714285714284
118,1.9501831501831501
119,1.955018315018315
120,1.9582417582417582
121,1.9437362637362636
122,1.9461538461538461
123,1.942124542124542
124,1.9364835164835164
125,1.9356776556776556
126,1.9235897435897436
127,1.9348717948717946
128,1.9276190476190476
129,1.9268131868131866
130,1.921978021978022
131,1.9364835164835164
132,1.9372893772893773
133,1.9413186813186813
134,1.9437362637362636
135,1.942124542124542
136,1.9534065934065934
137,1.9477655677655676
138,1.9574358974358974
139,1.9517948717948717
140,1.9598534798534797
141,1.9687179487179487
142,1.979194139194139
143,1.995311355311355
144,1.9977289377289378
145,2.0106227106227106
146,2.0219047619047616
147,2.0307692307692307
148,2.0388278388278387
149,2.0525274725274727
150,2.0630036630036632
151,2.0726739926739928
152,2.0670329670329672
153,2.0646153846153847
154,2.0557509157509157
155,2.071868131868132
156,2.0694505494505493
157,2.0613919413919413
158,2.049304029304029
159,2.0517216117216117
160,2.0460805860805857
161,2.0428571428571427
162,2.025128205128205
163,2.009010989010989
164,1.991282051282051
165,1.9783882783882785
166,1.9461538461538461
167,1.921172161172161
168,1.8953846153846152
169,1.8679853479853479
170,1.859120879120879
171,1.8357509157509158
172,1.8188278388278387
173,1.7922344322344321
174,1.7712820512820513
175,1.7583882783882783
176,1.759194139194139
177,1.7503296703296702
178,1.751941391941392
179,1.7446886446886447
180,1.7487179487179487
181,1.7463003663003662
182,1.7608058608058608
183,1.7608058608058608
184,1.7696703296703296
185,1.7817582417582416
186,1.7946520146520146
187,1.8043223443223442
188,1.8099633699633697
189,1.826080586080586
190,1.8357509157509158
191,1.834139194139194
192,1.8558974358974358
193,1.8768498168498169
194,1.8857142857142857
195,1.901025641025641
196,1.913113553113553
197,1.934065934065934
198,1.9437362637362636
199,1.9501831501831501
200,1.9719413919413917
201,1.992087912087912
202,2.003369963369963
203,2.008205128205128
204,2.0307692307692307
205,2.0396336996336997
206,2.0541391941391938
207,2.0484981684981687
208,2.0589743589743588
209,2.062197802197802
210,2.0654212454212453
211,2.0638095238095238
212,2.0557509157509157
213,2.0476923076923077
214,2.0364102564102566
215,2.012234432234432
216,2.0065934065934066
217,1.996117216117216
218,1.9767765567765567
219,1.9622710622710622
220,1.9389010989010986
221,1.926007326007326
222,1.9026373626373625
223,1.8857142857142857
224,1.8824908424908424
225,1.8607326007326006
226,1.8413919413919413
227,1.8389743589743588
228,1.8268864468864467
229,1.8244688644688645
230,1.8284981684981685
231,1.83010989010989
232,1.8164102564102564
233,1.8325274725274725
234,1.8212454212454212
235,1.8373626373626373
236,1.8567032967032966
237,1.8695970695970696
238,1.88007326007326
239,1.9066666666666665
240,1.921978021978022
241,1.9324542124542123
242,1.9558241758241757
243,1.9534065934065934
244,1.975164835164835
245,1.9896703296703295
246,1.9969230769230768
247,2.015457875457875
248,2.027545787545787
249,2.019487179487179
250,2.027545787545787
251,2.037216117216117
252,2.021098901098901
253,2.0219047619047616
254,2.004175824175824
255,2.008205128205128
256,1.996117216117216
257,1.995311355311355
258,1.996117216117216
259,1.9936996336996335
260,1.9856410256410255
261,1.9783882783882785
262,1.9743589743589745
263,1.9848351648351648
264,1.9783882783882785
265,1.9936996336996335
266,1.9888644688644688
267,1.9985347985347985
268,2.004175824175824
269,2.0098168498168496
270,2.0017582417582416
271,2.011428571428571
272,2.000952380952381
273,1.9977289377289378
274,2.00014652014652
275,1.987252747252747
276,1.9848351648351648
277,1.9727472527472527
278,1.9743589743589745
279,1.9582417582417582
280,1.9646886446886447
281,1.9485714285714284
282,1.9437362637362636
283,1.942124542124542
284,1.925201465201465
285,1.9284249084249083
286,1.9147252747252745
287,1.9123076923076923
288,1.9002197802197802
289,1.8978021978021977
290,1.8744322344322342
291,1.8776556776556776
292,1.8615384615384616
293,1.8389743589743588
294,1.8317216117216117
295,1.8188278388278387
296,1.8131868131868132
297,1.8099633699633697
298,1.8067399267399267
299,1.7986813186813186
300,1.8043223443223442
301,1.8067399267399267
302,1.8059340659340657
303,1.8276923076923075
304,1.8405860805860805
305,1.85025641025641
306,1.863150183150183
307,1.8905494505494504
308,1.9115018315018313
309,1.942124542124542
310,1.9719413919413917
311,2.0025641025641026
312,2.0428571428571427
313,2.049304029304029
314,2.066227106227106
315,2.092014652014652
316,2.096043956043956
317,2.1016849816849814
318,2.088791208791209
319,2.083956043956044
320,2.0734798534798533
321,2.0525274725274727
322,2.0428571428571427
323,2.017069597069597
324,1.996117216117216
325,1.963076923076923
326,1.9364835164835164
327,1.8961904761904762
328,1.8687912087912089
329,1.8389743589743588
330,1.8147985347985347
331,1.789010989010989
332,1.7696703296703296
333,1.7785347985347983
334,1.7495238095238093
335,1.7543589743589743
336,1.755164835164835
337,1.7616117216117215
338,1.7785347985347983
339,1.7817582417582416
340,1.7898168498168496
341,1.8115750915750914
342,1.826080586080586
343,1.8438095238095238
344,1.8615384615384616
345,1.8663736263736261
346,1.8816849816849817
347,1.8937728937728937
348,1.892967032967033
349,1.9042490842490842
350,1.917142857142857
351,1.9276190476190476
352,1.9324542124542123
353,1.93003663003663
354,1.9397069597069596
355,1.9485714285714284
356,1.9429304029304026
357,1.959047619047619
358,1.9679120879120877
359,1.9727472527472527
360,1.9679120879120877
361,1.9703296703296704
362,1.9759706959706957
363,1.9646886446886447
364,1.9719413919413917
365,1.9654945054945054
366,1.9614652014652014
367,1.9663003663003662
368,1.9598534798534797
369,1.9654945054945054
370,1.9517948717948717
371,1.9534065934065934
372,1.9485714285714284
373,1.9461538461538461
374,1.9389010989010986
375,1.9461538461538461
376,1.9469597069597069
377,1.93003663003663
378,1.9308424908424906
379,1.9268131868131866
380,1.9324542124542123
381,1.9058608058608058
382,1.9058608058608058
383,1.9002197802197802
384,1.888937728937729
385,1.884102564102564
386,1.859120879120879
387,1.8567032967032966
388,1.838168498168498
389,1.8164102564102564
390,1.7994871794871794
391,1.7946520146520146
392,1.78014652014652
393,1.7712820512820513
394,1.7712820512820513
395,1.763223443223443
396,1.7624175824175823
397,1.772087912087912
398,1.7833699633699633
399,1.7938461538461536
400,1.8019047619047617
401,1.8139926739926737
402,1.83010989010989
403,1.85025641025641
404,1.8744322344322342
405,1.8768498168498169
406,1.8961904761904762
407,1.9235897435897436
408,1.9437362637362636
409,1.955018315018315
410,1.959047619047619
411,1.979194139194139
412,1.9848351648351648
413,1.991282051282051
414,1.9775824175824175
415,1.9663003663003662
416,1.9719413919413917
417,1.967106227106227
418,1.9429304029304026
419,1.926007326007326
420,1.9195604395604395
421,1.8986080586080585
422,1.8784615384615382
423,1.8639560439560439
424,1.8494505494505495
425,1.8397802197802198
426,1.8196336996336995
427,1.8115750915750914
428,1.7986813186813186
429,1.7882051282051281
430,1.7785347985347983
431,1.7873992673992674
432,1.772087912087912
433,1.7857875457875456
434,1.784981684981685
435,1.8043223443223442
436,1.8164102564102564
437,1.8365567765567765
438,1.8671794871794871
439,1.892967032967033
440,1.917948717948718
441,1.950989010989011
442,1.9687179487179487
443,1.983223443223443
444,2.013040293040293
445,2.0436630036630037
446,2.0670329670329672
447,2.096849816849817
448,2.0992673992673994
449,2.104908424908425
450,2.1032967032967034
451,2.0871794871794873
452,2.0791208791208793
453,2.0484981684981687
454,2.0323809523809526
455,1.995311355311355
456,1.9936996336996335
457,1.9558241758241757
458,1.9429304029304026
459,1.9058608058608058
460,1.8816849816849817
461,1.846227106227106
462,1.842197802197802
463,1.8252747252747252
464,1.8164102564102564
465,1.8164102564102564
466,1.8075457875457874
467,1.8164102564102564
468,1.8284981684981685
469,1.8268864468864467
470,1.842197802197802
471,1.8430036630036628
472,1.8446153846153845
473,1.8470329670329668
474,1.8486446886446886
475,1.8494505494505495
476,1.8365567765567765
477,1.8309157509157508
478,1.842197802197802
479,1.8365567765567765
480,1.8373626373626373
481,1.8494505494505495
482,1.854285714285714
483,1.8736263736263736
484,1.888131868131868
485,1.9058608058608058
486,1.9026373626373625
487,1.90989010989011
488,1.8865201465201464
489,1.888937728937729
490,1.8663736263736261
491,1.8510622710622708
492,1.838168498168498
493,1.8454212454212455
494,1.8438095238095238
495,1.8365567765567765
496,1.8470329670329668
497,1.8494505494505495
498,1.8526739926739926
499,1.8736263736263736
500,1.8704029304029302
501,1.8897435897435897
502,1.896996336996337
503,1.9058608058608058
504,1.9195604395604395
505,1.9235897435897436
506,1.93003663003663
507,1.9397069597069596
508,1.9493772893772894
509,1.9356776556776556
510,1.938095238095238
511,1.929230769230769
512,1.9115018315018313
513,1.9034432234432233
514,1.888131868131868
515,1.859120879120879
516,1.8389743589743588
517,1.8172161172161172
518,1.7882051282051281
519,1.768058608058608
520,1.743076923076923
521,1.7132600732600731
522,1.6923076923076923
523,1.6649084249084247
524,1.6471794871794871
525,1.6278388278388278
526,1.6044688644688643
527,1.5964102564102562
528,1.5883516483516482
529,1.5875457875457875
530,1.5996336996336997
531,1.602051282051282
532,1.61010989010989
533,1.6318681318681318
534,1.6455677655677654
535,1.6616849816849815
536,1.6552380952380952
537,1.7164835164835164
538,1.7293772893772892
539,1.7535531135531133
540,1.7688644688644688
541,1.7986813186813186
542,1.8164102564102564
543,1.85025641025641
544,1.8671794871794871
545,1.8905494505494504
546,1.8897435897435897
547,1.921172161172161
548,1.9276190476190476
549,1.9356776556776556
550,1.938095238095238
551,1.93003663003663
552,1.9348717948717946
553,1.9163369963369963
554,1.9026373626373625
555,1.8978021978021977
556,1.8704029304029302
557,1.859120879120879
558,1.8309157509157508
559,1.8196336996336995
560,1.7994871794871794
561,1.793040293040293
562,1.7898168498168496
563,1.7809523809523808
564,1.7769230769230768
565,1.7736996336996336
566,1.768058608058608
567,1.7736996336996336
568,1.784981684981685
569,1.789010989010989
570,1.8019047619047617
571,1.8091575091575092
572,1.8188278388278387
573,1.8276923076923075
574,1.8276923076923075
575,1.8196336996336995
576,1.8204395604395605
577,1.8156043956043955
578,1.8067399267399267
579,1.8051282051282052
580,1.8027106227106227
581,1.8067399267399267
582,1.8228571428571427
583,1.8147985347985347
584,1.8236630036630035
585,1.8268864468864467
586,1.8430036630036628
587,1.8470329670329668
588,1.846227106227106
589,1.8647619047619046
590,1.8736263736263736
591,1.8687912087912089
592,1.8728205128205129
593,1.8695970695970696
594,1.8526739926739926
595,1.8486446886446886
596,1.8454212454212455
597,1.8317216117216117
598,1.8317216117216117
599,1.8164102564102564
600,1.8123809523809524
601,1.8027106227106227
602,1.784175824175824
603,1.8010989010989011
604,1.8010989010989011
605,1.7970695970695971
606,1.8051282051282052
607,1.7938461538461536
608,1.793040293040293
609,1.7946520146520146
610,1.767252747252747
611,1.755164835164835
612,1.7414652014652012
613,1.7414652014652012
614,1.739047619047619
615,1.7326007326007327
616,1.747912087912088
617,1.7197069597069596
618,1.7358241758241757
619,1.7213186813186812
620,1.7108424908424908
621,1.722930402930403
622,1.6810256410256408
623,1.7035897435897436
624,1.7140659340659339
625,1.7189010989010989
626,1.7285714285714286
627,1.7446886446886447
628,1.7543589743589743
629,1.7648351648351648
630,1.7857875457875456
631,1.8075457875457874
632,1.8373626373626373
633,1.842197802197802
634,1.8913553113553112
635,1.9018315018315017
636,1.9115018315018313
637,1.9372893772893773
638,1.9453479853479854
639,1.9598534798534797
640,1.9759706959706957
641,1.979194139194139
642,1.9888644688644688
643,1.9945054945054945
644,2.004175824175824
645,2.017069597069597
646,2.027545787545787
647,2.0380219780219777
648,2.0420512820512817
649,2.0460805860805857
650,2.041245421245421
651,2.0283516483516486
652,2.0138461538461536
653,1.9904761904761905
654,1.950989010989011
655,1.921172161172161
656,1.884908424908425
657,1.854285714285714
658,1.8075457875457874
659,1.7857875457875456
660,1.739047619047619
661,1.7060073260073259
662,1.6761904761904762
663,1.6487912087912087
664,1.6093040293040293
665,1.5827106227106227
666,1.5601465201465199
667,1.5464468864468863
668,1.531135531135531
669,1.5246886446886445
670,1.519047619047619
671,1.515018315018315
672,1.5254945054945055
673,1.5182417582417582
674,1.5142124542124542
675,1.5254945054945055
676,1.5295238095238095
677,1.5464468864468863
678,1.5553113553113553
679,1.5867399267399267
680,1.5947985347985347
681,1.6133333333333333
682,1.627032967032967
683,1.6399267399267399
684,1.6681318681318682
685,1.6931135531135528
686,1.7172893772893771
687,1.726959706959707
688,1.7664468864468863
689,1.7777289377289376
690,1.7712820512820513
691,1.8019047619047617
692,1.793040293040293
693,1.7954578754578754
694,1.789010989010989
695,1.7753113553113553
696,1.776117216117216
697,1.7575824175824175
698,1.7527472527472527
699,1.7382417582417582
700,1.7237362637362637
701,1.7317948717948717
702,1.7277655677655677
703,1.7197069597069596
704,1.7108424908424908
705,1.7140659340659339
706,1.6987545787545786
707,1.6802197802197802
708,1.6584615384615384
709,1.6584615384615384
710,1.6576556776556775
711,1.656043956043956
712,1.6407326007326006
713,1.6294505494505493
714,1.6213919413919413
715,1.6068864468864468
716,1.5988278388278387
717,1.593186813186813
718,1.589157509157509
719,1.5601465201465199
720,1.5528937728937728
721,1.5416117216117216
722,1.5408058608058606
723,1.523076923076923
724,1.5142124542124542
725,1.5053479853479852
726,1.5158241758241757
727,1.5263003663003663
728,1.5303296703296703
729,1.5545054945054944
730,1.5738461538461537
731,1.6109157509157508
732,1.6568498168498167
733,1.6915018315018315
734,1.7197069597069596
735,1.759194139194139
736,1.7865934065934064
737,1.8156043956043955
738,1.8454212454212455
739,1.858315018315018
740,1.8784615384615382
741,1.8905494505494504
742,1.9018315018315017
743,1.909084249084249
744,1.921978021978022
745,1.926007326007326
746,1.917142857142857
747,1.9332600732600733
748,1.8937728937728937
749,1.901025641025641
750,1.8695970695970696
751,1.8430036630036628
752,1.8051282051282052
753,1.7583882783882783
754,1.7084249084249084
755,1.6649084249084247
756,1.63025641025641
757,1.6004395604395603
758,1.5698168498168497
759,1.5528937728937728
760,1.5238827838827838
761,1.506959706959707
762,1.4884249084249084
763,1.4698901098901098
764,1.473113553113553
765,1.46021978021978
766,1.469084249084249
767,1.4843956043956044
768,1.498901098901099
769,1.5045421245421244
770,1.5174358974358972
771,1.5399999999999998
772,1.5456410256410256
773,1.5649816849816849
774,1.5649816849816849
775,1.5778754578754577
776,1.6028571428571428
777,1.627032967032967
778,1.6528205128205127
779,1.6786080586080585
780,1.7003663003663003
781,1.7277655677655677
782,1.7535531135531133
783,1.76
784,1.78014652014652
785,1.8019047619047617
786,1.8164102564102564
787,1.8196336996336995
788,1.8204395604395605
789,1.826080586080586
790,1.83010989010989
791,1.8123809523809524
792,1.8156043956043955
793,1.7946520146520146
794,1.78014652014652
795,1.7495238095238093
796,1.7237362637362637
797,1.6898901098901098
798,1.6721611721611722
799,1.626227106227106
800,1.6173626373626373
801,1.6028571428571428
802,1.585934065934066
803,1.5802930402930402
804,1.5545054945054944
805,1.5545054945054944
806,1.5520879120879119
807,1.5416117216117216
808,1.5520879120879119
809,1.5440293040293038
810,1.5448351648351648
811,1.5585347985347986
812,1.5553113553113553
813,1.5633699633699634
814,1.5706227106227106
815,1.5907692307692307
816,1.5947985347985347
817,1.598021978021978
818,1.618168498168498
819,1.63025641025641
820,1.6431501831501831
821,1.6471794871794871
822,1.6697435897435897
823,1.6536263736263734
824,1.6697435897435897
825,1.6657142857142855
826,1.6641025641025642
827,1.6568498168498167
828,1.6495970695970694
829,1.6334798534798534
830,1.627032967032967
831,1.6439560439560439
832,1.623003663003663
833,1.626227106227106
834,1.6238095238095238
835,1.6278388278388278
836,1.63025641025641
837,1.6294505494505493
838,1.6246153846153844
839,1.6205860805860803
840,1.618168498168498
841,1.618974358974359
842,1.6076923076923078
843,1.6197802197802198
844,1.605274725274725
845,1.6165567765567763
846,1.6205860805860803
847,1.6254212454212453
848,1.6238095238095238
849,1.6238095238095238
850,1.614139194139194
851,1.6149450549450548
852,1.6173626373626373
853,1.598021978021978
854,1.5964102564102562
855,1.5883516483516482
856,1.593992673992674
857,1.5762637362637362
858,1.5706227106227106
859,1.5577289377289376
860,1.5601465201465199
861,1.5303296703296703
862,1.5319413919413918
863,1.5254945054945055
864,1.5166300366300365
865,1.5246886446886445
866,1.5134065934065932
867,1.527106227106227
868,1.5359706959706958
869,1.5359706959706958
870,1.5504761904761903
871,1.5625641025641026
872,1.573040293040293
873,1.5802930402930402
874,1.5883516483516482
875,1.6084981684981683
876,1.6133333333333333
877,1.614139194139194
878,1.6415384615384614
879,1.6367032967032966
880,1.6624908424908424
881,1.6745787545787545
882,1.6794139194139193
883,1.7027838827838826
884,1.705201465201465
885,1.6979487179487178
886,1.6834432234432235
887,1.652014652014652
888,1.6552380952380952
889,1.631062271062271
890,1.618974358974359
891,1.5883516483516482
892,1.5553113553113553
893,1.5440293040293038
894,1.5343589743589743
895,1.523076923076923
896,1.4964835164835164
897,1.4739194139194138
898,1.4843956043956044
899,1.4747252747252748
900,1.4594139194139193
901,1.4626373626373625
902,1.472307692307692
903,1.4747252747252748
904,1.4997069597069594
905,1.4964835164835164
906,1.5166300366300365
907,1.5254945054945055
908,1.5601465201465199
909,1.568205128205128
910,1.581904761904762
911,1.601245421245421
912,1.6149450549450548
913,1.6246153846153844
914,1.614139194139194
915,1.6238095238095238
916,1.6133333333333333
917,1.6165567765567763
918,1.606080586080586
919,1.61010989010989
920,1.61010989010989
921,1.5883516483516482
922,1.5883516483516482
923,1.577069597069597
924,1.5617582417582416
925,1.5569230769230769
926,1.5408058608058606
927,1.5480586080586078
928,1.5375824175824175
929,1.5536996336996336
930,1.5617582417582416
931,1.585128205128205
932,1.5786813186813187
933,1.58996336996337
934,1.6157509157509158
935,1.627032967032967
936,1.6238095238095238
937,1.6318681318681318
938,1.6286446886446884
939,1.6358974358974359
940,1.6278388278388278
941,1.6109157509157508
942,1.605274725274725
943,1.5964102564102562
944,1.597216117216117
945,1.5883516483516482
946,1.5802930402930402
947,1.5617582417582416
948,1.5665934065934066
949,1.5496703296703296
950,1.5343589743589743
951,1.5126007326007325
952,1.5206593406593405
953,1.494871794871795
954,1.481172161172161
955,1.4843956043956044
956,1.4795604395604394
957,1.468278388278388
958,1.461025641025641
959,1.4594139194139193
960,1.435238095238095
961,1.4384615384615385
962,1.444102564102564
963,1.4505494505494505
964,1.4529670329670328
965,1.4779487179487178
966,1.4860073260073259
967,1.5053479853479852
968,1.5351648351648353
969,1.5496703296703296
970,1.5746520146520147
971,1.585934065934066
972,1.6093040293040293
973,1.6246153846153844
974,1.6342857142857141
975,1.6528205128205127
976,1.6697435897435897
977,1.6689377289377287
978,1.6697435897435897
979,1.6713553113553112
980,1.6616849816849815
981,1.6624908424908424
982,1.6673260073260072
983,1.6600732600732602
984,1.6415384615384614
985,1.63025641025641
986,1.6197802197802198
987,1.598021978021978
988,1.5827106227106227
989,1.5520879120879119
990,1.5391941391941393
991,1.5174358974358972
992,1.4964835164835164
993,1.468278388278388
994,1.452161172161172
995,1.4287912087912087
996,1.4102564102564104
997,1.3997802197802196
998,1.394139194139194
999,1.3925274725274723
1000,1.4094505494505494
1001,1.3917216117216116
1002,1.4142857142857144
1003,1.411062271062271
1004,1.423150183150183
1005,1.41992673992674
